Player,Rank,Vote Share,Year,League,League Rating,League Top Scorer,League Top Assist Provider,League Best Goalkeeper,League Best Player,UCL,UCL Rating,UCL Top Scorer,UCL Top Assist Provider,UCL Best Goalkeeper,UCL Best Player,Continental Cup,Continental Cup Rating,Continental Cup Top Scorer,Continental Cup Top Assist Provider,Continental Cup Best Goalkeeper,Continental Cup Best Player,WC,WC Rating,WC Top Scorer,WC Top Assist Provider,WC Best Goalkeeper,WC Best Player,Other Rating,Time-Weighted Google Trend Score,Wiki Page Views,Position_Defender,Position_Forward,Position_Goalkeeper,Position_Midfielder
Karim Benzema,1,1.0,2022,0.8894069800262434,1.205120636789252,2.171240593367237,-0.30151134457776363,-0.0916698497028211,2.1712405933672376,1.8559214542766738,0.6801900699574219,4.358898943540674,-0.18569533817705192,-0.13018891098082386,5.3851648071345055,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,0.3212971630677415,1.5985133803478275,0.2391916812579257,0.0,1.0,0.0,0.0
Sadio Mané,2,0.3515482695810564,2022,-1.1243446728633644,-0.5618506850004555,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,-0.5388159060803247,0.2507039821867622,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,3.5118845842842465,1.743554263306753,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,7.681145747868607,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,0.6218089289923594,-0.15928469582657281,-0.018499785171751822,0.0,1.0,0.0,0.0
Kevin De Bruyne,3,0.3187613843351548,2022,0.8894069800262434,1.3783531193176537,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,2.1712405933672376,-0.5388159060803247,0.3488722308200556,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,1.4932930501737545,0.2774445811335726,-0.2637594083020489,0.0,0.0,0.0,1.0
Robert Lewandowski,4,0.3096539162112932,2022,0.8894069800262434,0.3043117276415568,2.171240593367237,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,-0.5388159060803247,0.5820218213241282,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,1.0124742246943663,1.9142850435696939,0.27725871903035704,0.0,1.0,0.0,0.0
Mohamed Salah,5,0.2112932604735883,2022,-1.1243446728633644,-0.8390226570458996,2.171240593367237,3.3166247903554,-0.0916698497028211,-0.4605661864718383,-0.5388159060803247,0.2384329511076004,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,1.6493392090018044,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,-0.7304940176684239,0.9202415118129674,0.3914145833602663,0.0,1.0,0.0,0.0
Kylian Mbappé,6,0.1548269581056466,2022,0.8894069800262434,1.343706622811971,2.171240593367237,3.3166247903554,-0.0916698497028211,2.1712405933672376,-0.5388159060803247,0.40613704252281047,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,1.6435489331360662,0.8246231394000207,0.24204034516204573,0.0,1.0,0.0,0.0
Thibaut Courtois,7,0.1493624772313297,2022,0.8894069800262434,-1.1854876221027033,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,1.8559214542766738,0.4347694483741879,-0.22941573387056183,-0.18569533817705192,7.681145747868607,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,-1.3615687261101237,-0.5419817670194645,-0.36258698856468297,0.0,0.0,1.0,0.0
Vinícius Júnior,8,0.1111111111111111,2022,0.8894069800262434,-0.11144623042660946,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,1.8559214542766738,0.3488722308200556,-0.22941573387056183,5.3851648071345055,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,-1.4517222558875102,-0.7675010148149253,-0.30206760548210565,0.0,0.0,0.0,1.0
Luka Modrić,9,0.0364298724954462,2022,0.8894069800262434,-0.6657901745174948,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,1.8559214542766738,0.2834267317311935,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,0.08088775032804604,-0.8359169663933235,-0.2687522169603393,0.0,0.0,0.0,1.0
Erling Haaland,10,0.0327868852459016,2022,-1.1243446728633644,0.9625951612494875,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,-0.5388159060803247,0.2384329511076004,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,1.132678931064214,1.2003891828186306,0.49409717511796025,0.0,1.0,0.0,0.0
Son Heung-min,11,0.0091074681238615,2022,-1.1243446728633644,0.40825121715859913,2.171240593367237,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,-0.5388159060803247,-2.624807634030131,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,-0.46003342833626726,1.1017151960105704,-0.1833390655499577,0.0,1.0,0.0,0.0
Riyad Mahrez,12,0.0072859744990892,2022,0.8894069800262434,-0.38861820247205364,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,-0.5388159060803247,0.5165763222352656,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,1.6179341909001548,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,1.282934814026523,1.2207351030592652,-0.43428110201779263,0.0,0.0,0.0,1.0
Sébastien Haller,13,0.0036429872495446,2022,0.8894069800262434,-0.2846787129550113,2.171240593367237,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,-0.5388159060803247,0.5574797591658048,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,1.6022316818493296,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,-1.241364019740276,-0.034675250250230966,-0.37748250019395546,0.0,1.0,0.0,0.0
Fabinho,14,0.0036429872495446,2022,-1.1243446728633644,-1.4626595941481475,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,-0.5388159060803247,0.2588846695728699,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,-0.4900846049287285,1.8706866430540479,-0.6779350180650326,0.0,0.0,0.0,1.0
Rafael Leão,14,0.0036429872495446,2022,0.8894069800262434,-0.6657901745174948,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,2.1712405933672376,-0.5388159060803247,0.11572264031598342,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,-1.241364019740276,-0.5382554080010332,-0.5620253130956003,0.0,1.0,0.0,0.0
Virgil van Dijk,16,0.0018214936247723,2022,-1.1243446728633644,-0.4232646989777334,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,-0.5388159060803247,0.32023982496867853,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,0.05083657373558479,-1.0328923041076006,-0.32592595564048266,1.0,0.0,0.0,0.0
Casemiro,17,0.0018214936247723,2022,0.8894069800262434,-0.14609272693228922,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,1.8559214542766738,0.2670653569589779,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,-0.5501869581136537,-0.9759535383059709,-0.5336883243367002,0.0,0.0,0.0,1.0
Luis Díaz,17,0.0018214936247723,2022,-1.1243446728633644,-0.04215323741524688,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,-0.5388159060803247,0.2220715763353848,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,-1.27141519633274,-1.042953473457365,-0.6760679285632285,0.0,0.0,0.0,1.0
Dušan Vlahović,17,0.0018214936247723,2022,-1.1243446728633644,-0.5272041884947727,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,-0.5388159060803247,0.19752951417706155,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,0.05083657373558479,-1.0829000421349484,-0.27289818702791163,0.0,1.0,0.0,0.0
Cristiano Ronaldo,20,0.0,2022,-1.1243446728633644,-0.4925576919890929,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,-0.5388159060803247,0.4593115105325111,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,0.05083657373558479,1.3787327254407513,4.305991946528374,0.0,1.0,0.0,0.0
Harry Kane,21,0.0,2022,-1.1243446728633644,-0.007506740909567126,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,-0.5388159060803247,-2.624807634030131,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,0.4114506928451279,0.30024989832637217,0.05126909762257909,0.0,1.0,0.0,0.0
Trent Alexander-Arnold,22,0.0,2022,-1.1243446728633644,0.9279486647438078,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,-0.5388159060803247,0.4184080736019723,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,0.7420136353622071,-0.8233964000913944,-0.4034238204978599,1.0,0.0,0.0,0.0
Phil Foden,22,0.0,2022,0.8894069800262434,-0.2846787129550113,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,-0.5388159060803247,0.2834267317311935,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,0.6518601055848233,0.041044365004292545,-0.3501703125236437,0.0,0.0,0.0,1.0
Bernardo Silva,22,0.0,2022,0.8894069800262434,-0.7697296640345371,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,-0.5388159060803247,0.21798123264233096,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,-0.8506987240382716,-0.14072742791478499,-0.5023651551980531,0.0,0.0,0.0,1.0
João Cancelo,25,0.0,2022,0.8894069800262434,-0.18073922343796897,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,-0.5388159060803247,0.4388597920672417,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,-0.27972636878149704,-0.9819902399158295,-0.5099902415414621,1.0,0.0,0.0,0.0
Joshua Kimmich,25,0.0,2022,0.8894069800262434,1.4129996158233336,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,-0.5388159060803247,0.5083956348491581,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,0.9824230481019025,0.8441492606566008,-0.5707687319540352,0.0,0.0,0.0,1.0
Mike Maignan,25,0.0,2022,0.8894069800262434,-0.8043761605402169,-0.4605661864718382,-0.30151134457776363,10.908712114635712,-0.4605661864718383,-0.5388159060803247,0.1688971083256841,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,-1.4216710792950489,-0.10152613104088792,-0.5842200678015846,0.0,0.0,1.0,0.0
Christopher Nkunku,25,0.0,2022,-1.1243446728633644,0.7200696857097231,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,2.1712405933672376,-0.5388159060803247,0.59429285240329,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,0.1109389269205073,0.4477391882758817,-0.4787449309956332,0.0,1.0,0.0,0.0
Darwin Núñez,25,0.0,2022,-1.1243446728633644,0.33895822414723964,2.171240593367237,-0.30151134457776363,-0.0916698497028211,2.1712405933672376,-0.5388159060803247,0.26297501326592365,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,-1.782285198404592,0.7787889234733162,-0.19869060608002287,0.0,1.0,0.0,0.0
Antonio Rüdiger,25,0.0,2022,-1.1243446728633644,-0.942962146562939,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,-0.5388159060803247,0.27115570065203165,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,-0.2496751921890358,0.06362610065598583,-0.3641838480803743,1.0,0.0,0.0,0.0
Lionel Messi,1,1.0,2023,0.8894069800262434,2.521687504005107,-0.4605661864718382,3.3166247903554,-0.0916698497028211,-0.4605661864718383,-0.5388159060803247,0.6188349145616132,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,5.3851648071345055,2.456177336797253,-0.0916698497028211,6.244997998398398,-0.0916698497028211,10.908712114635712,3.4165683520913177,0.561095029616561,7.50202701825983,0.0,1.0,0.0,0.0
Erling Haaland,2,0.7727272727272727,2023,0.8894069800262434,-0.07679973392092664,2.171240593367237,-0.30151134457776363,-0.0916698497028211,2.1712405933672376,1.8559214542766738,0.40613704252281047,4.358898943540674,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,-0.46003342833626726,-0.6432642051404266,2.6629774525541112,0.0,1.0,0.0,0.0
Kylian Mbappé,3,0.5844155844155844,2023,0.8894069800262434,0.13107924511315497,2.171240593367237,-0.30151134457776363,-0.0916698497028211,2.1712405933672376,-0.5388159060803247,0.45522116683945735,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,2.2213804205940635,10.908712114635712,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,1.9741118756531453,-0.47520541340917616,3.4610115977447324,0.0,1.0,0.0,0.0
Kevin De Bruyne,4,0.2164502164502164,2023,0.8894069800262434,1.3783531193176537,-0.4605661864718382,3.3166247903554,-0.0916698497028211,-0.4605661864718383,1.8559214542766738,0.48794391638388857,-0.22941573387056183,5.3851648071345055,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,2.0755217302254154,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,1.1627301076566754,-0.9087300216134705,0.05740930937438272,0.0,0.0,0.0,1.0
Rodri,5,0.1233766233766233,2023,0.8894069800262434,-0.21538571994364872,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,1.8559214542766738,0.40204669882975663,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,5.3851648071345055,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,2.217822891560682,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,-0.27972636878149704,-0.9172261201754939,-0.6766521207970045,0.0,0.0,0.0,1.0
Vinícius Júnior,6,0.106060606060606,2023,-1.1243446728633644,-1.1508411255970237,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,-0.5388159060803247,0.2834267317311935,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,2.0043711495577825,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,-0.3097775453739583,-0.5908715973412829,0.0007350790689435211,0.0,1.0,0.0,0.0
Julián Álvarez,7,0.0606060606060606,2023,0.8894069800262434,-1.670538573182229,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,1.8559214542766738,0.2670653569589779,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,5.3851648071345055,2.0043711495577825,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,-0.4900846049287285,-0.4630574830090902,-0.675276703253095,0.0,1.0,0.0,0.0
Victor Osimhen,8,0.0519480519480519,2023,0.8894069800262434,-0.631143678011815,2.171240593367237,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,-0.5388159060803247,0.38159498036448686,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,-0.4858991738093781,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,0.08088775032804604,0.06861942174068388,-0.11767798188970703,0.0,1.0,0.0,0.0
Bernardo Silva,9,0.0432900432900432,2023,0.8894069800262434,-1.705185069687912,-0.4605661864718382,-0.30151134457776363,-0.0916698497028211,-0.4605661864718383,1.8559214542766738,0.3079687938895167,-0.22941573387056183,-0.18569533817705192,-0.13018891098082386,-0.18569533817705192,-0.2847473987257497,-0.5898385816458167,-0.16012815380508713,-0.09166984970282112,-0.09166984970282112,-0.13018891098082386,-0.18569533817705192,1.8834151624228064,-0.0916698497028211,-0.16012815380508713,-0.0916698497028211,-0.0916698497028211,-1.27141519633274,0.8923683463551015,-0.3705156728625554,0.0,0.0,0.0,1.0
